"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201610","5호선","김포공항","2","1","537","2437","2495","9022","7727","13779","8778","15618","8216","12730","6730","11579","9050","13651","10469","15438","12389","14817","13947","14746","16495","13725","17076","14859","21403","15464","26586","14711","21008","11276","17857","5115","14379","3209","14617","2005","6273","1091","354","409","1","2","0","0","0","0","20161108"
"201610","9호선","김포공항","12","2","2759","2497","4903","15240","13341","20803","15310","22770","12309","21850","9589","20718","12568","21735","13739","24391","15084","24496","16341","24519","19386","22500","18462","25537","21874","31513","27098","33599","21858","24794","19783","11156","15823","8276","17887","6462","8180","4372","297","2749","0","285","0","0","0","0","20161108"
"201610","공항철도 1호선","김포공항","18","0","2599","1544","4512","10653","8773","20852","15620","18390","15913","12266","13530","10984","16959","11070","18241","11833","19821","10924","19868","10519","20578","9707","18906","11357","25045","13691","33423","14187","24194","10404","20729","5208","17391","4128","18196","3499","10166","2251","246","1238","1","33","0","0","0","0","20161108"
"201609","5호선","김포공항","3","0","434","2322","2307","7812","7565","13171","8511","14047","8075","11727","6198","10714","8940","13488","10363","14088","11458","14296","13138","14103","15551","12780","15727","13677","19486","13833","24518","14112","19130","10311","16427","4819","12938","2920","14253","1959","4940","1042","383","509","10","10","1","1","0","0","20161008"
"201609","9호선","김포공항","8","0","2363","2597","4803","13586","12549","18860","13936","21276","11921","20038","8814","18690","11953","20240","12948","21891","13845","22382","15335","23034","17774","20841","17035","24390","20804","29329","25013","30380","20168","22524","18545","10083","15047","7490","17045","6059","6220","3849","287","2282","7","266","0","2","0","0","20161008"
"201609","공항철도 1호선","김포공항","17","0","2436","1738","4210","10391","8291","20528","14454","17577","15813","11551","12363","10447","16780","10705","16750","11617","18143","10943","18893","10536","19817","9491","17933","11274","23842","13238","31067","13303","22439","9688","19720","4677","15713","3950","18599","3307","7641","2019","251","1202","0","30","0","0","0","0","20161008"
"201608","5호선","김포공항","2","0","443","2252","2418","8312","8061","13588","8625","14552","8257","13554","6694","13591","9985","17229","11196","17800","13271","19335","16180","18344","19754","16589","20584","16720","24166","15709","30241","15504","22661","11588","19570","5702","15349","3365","16139","2038","5852","1195","461","500","0","0","0","0","0","0","20160908"
"201608","9호선","김포공항","17","0","2453","2815","5332","13667","13133","19693","14340","21337","11167","21803","9128","22159","12635","23997","13418","26398","15184","27609","17889","26719","20894","23498","20454","26621","23506","28632","29138","30521","22807","24590","20719","11331","17261","8001","19799","6372","7098","4115","342","2815","0","133","0","0","0","0","20160908"
"201608","공항철도 1호선","김포공항","98","4","2667","1739","4499","10597","8732","22357","13759","18189","14489","12452","12934","11577","17896","11663","17598","13112","19275","12586","21171","11936","21982","10544","19667","12072","24180","13126","33640","13641","23549","10403","19979","5187","16363","3969","19509","3628","8602","2070","237","1385","0","0","0","0","0","0","20160908"
"201607","5호선","김포공항","2","0","454","2251","2322","7946","7369","13654","8228","14520","7272","12313","6010","12204","8649","14941","10111","15265","11807","16164","14126","16017","17000","14638","18141","14832","21800","14199","26870","15188","21583","11339","17954","5743","15082","3580","14852","2195","5653","1149","481","500","0","6","0","0","0","0","20160808"
"201607","9호선","김포공항","9","0","2384","2592","5490","13061","12407","19401","13987","20866","10173","20124","8634","20148","11039","21899","12622","24129","13678","23889","15903","24174","18364","21562","18804","23474","21728","26425","27533","30427","22027","24498","19981","11090","16560","7936","18641","6682","7237","4158","364","2483","1","108","0","0","0","0","20160808"
"201607","공항철도 1호선","김포공항","36","3","2837","1579","4323","9862","8432","21025","13714","17911","13488","11604","11656","11119","15183","10847","16354","12219","16600","11405","19108","10947","20546","9549","18838","10840","23647","12197","31724","13279","23328","10377","18722","5094","15405","4044","17709","3466","9228","2262","275","1262","0","0","0","0","0","0","20160808"
"201606","5호선","김포공항","4","0","472","2352","2274","8531","7192","14466","8923","14908","7992","12159","6302","11315","8951","12927","9692","14207","11019","14424","13335","13697","15417","13215","15685","13231","18627","13714","25312","13877","20385","10616","17856","5338","13804","3093","14315","2086","5335","1096","419","434","0","4","0","0","0","0","20160708"
"201606","9호선","김포공항","3","0","2549","2597","5687","13776","11876","20078","14697","21354","11074","20320","8816","19326","11843","19886","12504","22405","13494","22615","14954","22954","17287","20278","16786","23158","19486","27320","25978","30141","21526","23696","18899","10747","15593","7640","17102","6431","6372","3906","323","2345","0","121","0","0","0","0","20160708"
"201606","공항철도 1호선","김포공항","24","0","2592","1683","4429","11037","8402","21467","14022","18880","14103","11923","12429","10561","16283","10382","16828","11382","17467","11343","18837","10531","20178","9171","17274","10922","21972","12845","31951","12953","23077","10265","18961","5028","14833","4039","17618","3924","8361","1933","273","1192","0","0","0","0","0","0","20160708"
"201605","5호선","김포공항","4","0","521","2514","2255","9056","6791","14327","8966","15592","8009","13748","6787","11848","9344","14096","10671","14867","12028","15636","14005","14821","16774","13720","17014","14225","20129","14498","26134","14694","21708","11748","18907","5989","14937","3445","15075","2233","5667","1113","377","453","0","2","0","0","0","0","20160608"
"201605","9호선","김포공항","3","0","2452","2603","5529","14415","12081","20118","15433","21725","11416","20627","9406","18972","12131","19601","13211","21712","13959","22852","15350","22761","17685","20969","17696","23130","20932","27179","26676","29928","21890","24215","20222","11692","15866","8016","17333","6867","6370","3964","290","2502","0","107","0","0","0","0","20160608"
"201605","공항철도 1호선","김포공항","22","0","2718","1665","4418","11024","9097","20844","15463","18952","14692","12320","12937","10669","16498","10259","17136","11198","17535","11479","18426","10998","19304","9674","17787","11383","23519","13391","31424","13684","22732","10783","19706","5518","15703","4209","16808","3859","7565","2010","248","1324","1","28","0","0","0","0","20160608"
"201604","5호선","김포공항","2","0","505","2200","2182","8632","6422","14058","8517","15374","7717","13222","6442","11195","8672","13107","10000","14266","11136","14607","13398","13591","15778","12832","15689","13326","19266","14176","24993","13916","20530","10474","18071","5394","13467","3295","13897","2086","6098","1099","326","437","0","2","0","0","0","0","20160508"
"201604","9호선","김포공항","6","0","2385","2477","5290","13704","12638","18525","14784","20809","11076","20104","8556","18014","10907","18715","12405","20776","13400","21085","14846","21619","17949","19872","16725","21479","19283","25922","24649","28051","20249","22793","18819","10672","14575","7610","16304","6325","6890","3938","284","2350","2","146","0","0","0","0","20160508"
"201604","공항철도 1호선","김포공항","14","0","2485","1542","4134","10806","8447","20777","13652","18247","13414","11894","11462","10293","15191","10067","15773","11237","16142","11000","17695","10293","19684","8687","17038","10233","22442","12369","30679","12673","22124","9912","19306","5085","14541","3971","16356","3705","8274","1887","265","1162","3","6","17","2","0","0","20160508"
"201603","5호선","김포공항","1","1","510","2111","2092","8331","6895","14396","9190","15544","7742","12030","5890","10688","8293","12947","10389","14050","11916","14166","12726","14339","15421","13291","16255","13404","19144","14145","25467","14882","21308","11014","17805","5546","13740","3274","14153","2019","5317","930","384","433","0","7","0","0","0","0","20160408"
"201603","9호선","김포공항","7","0","2629","2293","5323","12586","13905","18696","15803","20214","11081","18923","8170","17163","10747","18359","12891","20132","13732","21143","14279","22393","16934","19894","16652","21053","19657","26161","25816","30098","21479","24124","18507","10959","15108","7821","17172","6185","6072","3656","256","2200","0","138","0","0","1","0","20160408"
"201603","공항철도 1호선","김포공항","8","0","2352","1568","4181","10852","8890","21663","13774","18920","13292","11317","10546","9662","14341","9681","16579","10950","17751","10411","16449","10466","18344","8984","16735","10025","21459","12352","29021","12972","23248","10462","17924","5497","14464","4006","16893","3871","7634","1891","218","1091","0","0","0","0","0","0","20160408"
"201602","5호선","김포공항","1","0","357","1905","1746","6750","5187","11963","7202","13128","7069","11131","5862","10584","8010","12983","10318","14581","11958","15071","13941","15511","16491","14566","16662","14447","19188","14699","23819","14860","20299","10385","17030","5528","14131","3220","13707","2067","6026","977","426","423","6","2","0","0","0","0","20160308"
"201602","9호선","김포공항","7","0","2212","2255","4093","11637","10264","14989","12491","16802","9429","16859","7628","16514","10027","18930","12162","21344","13908","22316","15261","23956","17503","21256","16982","22654","18955","26366","23416","28035","20644","22430","18226","10470","14904","6856","16409","5624","7773","3411","338","1936","3","132","0","0","0","0","20160308"
"201602","공항철도 1호선","김포공항","12","0","2128","1365","3435","9099","6781","17617","10807","15948","12455","9591","10837","9283","13784","9819","16066","10934","17797","10766","17612","10684","18671","9237","16976","10167","20265","12058","26007","12394","21713","9645","17052","5097","13835","3810","15356","3517","8501","1648","195","995","0","14","0","0","0","0","20160308"
"201601","5호선","김포공항","2","0","424","2039","1829","6952","5508","13368","7220","14183","7224","11874","5871","10955","8543","13339","10385","14501","12137","15412","13583","15807","16540","14553","17284","13875","19261","14616","25332","14499","20857","10527","17511","5139","13897","2925","14336","1982","5653","900","423","349","0","1","0","0","0","0","20160208"
"201601","9호선","김포공항","10","0","2374","2099","4398","11542","11056","16285","12956","17862","9991","17410","7965","17345","10487","19224","12667","20958","13718","22142","14811","23699","17812","21379","17578","21766","19178","25967","25309","27738","21350","22637","18581","10379","15024","7033","17222","5818","7239","3470","322","2164","1","117","0","0","0","0","20160208"
"201601","공항철도 1호선","김포공항","36","5","2165","1580","3492","9517","7347","19709","11064","17503","12033","10489","10286","9591","14106","9911","16601","11161","17190","10763","17328","10993","19175","9411","18127","9905","21032","12325","28154","12153","21877","9864","16943","5010","13966","3930","15360","3345","8313","1794","369","982","15","2","9","1","37","0","20160208"
"201512","5호선","김포공항","0","0","471","2028","1971","7686","5989","14294","8181","15394","7809","12990","6562","11825","8928","13778","11044","15453","13076","16201","14925","15906","17594","15638","18857","15040","21914","16010","27789","16653","22120","11843","18309","5966","14754","3766","15185","2444","5964","1137","507","533","7","26","0","16","0","0","20160108"
"201512","9호선","김포공항","15","0","2379","2254","4570","12759","11356","17213","13911","19627","10671","19243","8640","18639","11637","20407","13154","21815","15240","22917","16118","24847","19478","22313","19181","22567","22048","28384","27770","31698","22996","25465","19623","11128","16428","7847","18143","6620","7425","4201","294","2245","1","232","2","2","0","0","20160108"
"201512","공항철도 1호선","김포공항","0","0","2140","1561","3686","10379","7506","20951","11889","19166","12467","11444","11029","10076","14799","10461","16224","11924","18149","11261","17978","11639","19207","9690","18553","10788","22983","13214","29699","13511","23682","10795","17400","5401","15034","4250","16676","3859","8092","2011","291","1173","0","0","0","0","0","0","20160108"
"201511","5호선","김포공항","0","0","490","1917","2077","7844","6749","14008","8345","15277","7688","12421","6864","10924","8637","13040","10330","14623","11965","14711","13818","14959","15602","13793","16215","13561","19518","14881","25861","15209","21140","11153","17132","5443","13678","3309","14694","2021","5621","921","440","388","0","1","0","0","0","0","20151208"
"201511","9호선","김포공항","6","0","2289","2164","4598","12854","11365","16766","14351","19772","10505","19280","8731","17332","11221","18371","12421","20874","13889","22236","14928","23050","17562","20417","16910","20937","19341","26596","25916","30353","21541","24046","19143","11130","15066","7603","17235","6077","7001","3608","276","2156","0","111","0","0","0","0","20151208"
"201511","공항철도 1호선","김포공항","0","0","2189","1568","3797","10369","7469","20296","12294","19159","12882","12221","11412","9734","14492","9865","15931","11389","16976","10917","18264","10812","18272","9449","17268","10020","22103","12585","29817","13195","23518","10577","17329","5193","14487","3941","16507","3759","8161","1867","278","1020","0","0","0","0","0","0","20151208"
"201510","5호선","김포공항","2","0","592","1894","2233","8943","7136","14927","8478","15970","7896","12949","6497","12510","9230","13755","11166","15024","12208","15143","13941","15381","16966","14478","17001","13852","19963","14686","26668","15327","22032","11154","17962","5180","13963","3529","14371","2160","6082","1053","423","426","0","1","0","0","0","0","20151223"
"201510","9호선","김포공항","1","0","2602","2070","5041","13631","12032","18857","14360","20839","10933","19767","8827","18649","11170","19811","13517","21689","13787","22300","14624","23527","18086","21041","18140","21993","20878","26585","26521","29353","22305","23788","19736","10662","15124","7739","17363","6634","7715","4104","315","2251","2","124","0","0","0","0","20151223"
"201510","공항철도 1호선","김포공항","0","0","2481","1534","3906","11291","8023","21760","12451","20143","13705","12197","11421","10818","15641","10525","17285","11725","17215","11512","17718","11202","19784","9711","18746","10562","21856","13105","30590","13352","23863","10649","18089","5224","15269","4315","16127","4244","9051","2184","281","1282","0","0","0","0","0","0","20151223"
"201509","5호선","김포공항","1","0","506","2011","2028","8190","6356","14184","8103","14539","7224","12240","6094","11408","8913","13179","10297","13670","11051","14571","12913","13853","15782","13174","15831","12972","18288","13834","24026","14275","20588","10623","16420","5015","12851","3295","13734","2014","5601","1020","393","406","5","15","0","1","0","0","20151223"
"201509","9호선","김포공항","8","0","2325","1972","4418","13400","11433","17237","13323","19596","10160","18783","8062","17368","11156","17940","12563","19912","12836","20990","14196","22416","17687","19969","17272","20727","18783","24704","24892","27114","21282","22579","18462","9678","15020","7086","16913","6088","6705","3665","324","1941","10","141","0","2","0","0","20151223"
"201509","공항철도 1호선","김포공항","0","0","2177","1628","3577","10726","7336","20306","11330","18997","12336","11712","10647","10128","14758","9965","15693","10889","15063","10556","16234","10747","18358","9338","17062","9849","20606","12262","28905","12156","22462","9731","16652","4634","14117","4003","15952","3814","7668","1969","284","899","2","11","0","0","0","0","20151223"
"201508","5호선","김포공항","0","0","500","1919","1914","8444","6243","13874","7936","14273","8130","13090","7277","12551","10442","15173","11507","15991","12683","17055","15087","16188","18178","16517","18548","15014","20535","15561","25408","14782","21451","11316","17458","5586","14604","3481","15746","2217","5648","1086","442","431","0","3","0","0","0","0","20151223"
"201508","9호선","김포공항","5","0","2428","2198","4287","13857","10330","17345","12637","17991","11215","19968","9263","19649","12870","21074","13947","23335","14537","24831","16139","25707","20025","23110","19865","23753","21807","26725","26098","28369","22529","22614","20339","10928","16961","7645","20468","6552","7107","3837","443","2218","2","118","0","0","0","0","20151223"
"201508","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20151223"
"201508","공항철도 1호선","김포공항","0","0","2289","1668","3683","10750","7100","20453","11092","17538","13726","12667","12181","10658","16374","11340","17176","12328","16538","12227","17921","11829","19480","10250","18123","10945","20305","12806","28283","13102","22626","10099","16763","5250","15352","4058","18332","3819","7527","1955","300","1169","0","0","0","0","0","0","20151223"
"201507","5호선","김포공항","0","0","564","1946","2164","8404","7449","14528","7938","14852","7557","12439","6770","11571","9476","13968","10251","14240","11275","15748","14015","15144","16158","15094","16516","14078","19723","15187","25883","14840","20527","11697","17547","5683","14078","3565","15077","2255","4894","1074","525","486","0","1","0","0","0","0","20151223"
"201507","9호선","김포공항","4","0","2408","2147","5282","12946","11567","17604","13084","18003","10061","18907","8582","18409","11976","19288","12167","21027","13152","22691","15433","23704","17796","21284","18064","22099","20336","25856","26870","29276","21230","24137","19554","11283","16713","7362","19572","6557","5930","3609","420","2031","0","147","0","0","0","0","20151223"
"201507","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20151223"
"201507","공항철도 1호선","김포공항","0","0","2195","1783","3486","11122","7386","21819","10981","18597","12757","12614","11605","10411","15522","10341","15209","11170","14379","11386","17404","11248","17671","9693","16382","9886","20658","12299","30190","13089","22143","10331","16650","5270","15153","3855","17943","3954","5817","2007","308","947","0","0","0","0","0","0","20151223"
"201506","5호선","김포공항","0","0","596","2160","2113","8343","7652","14101","7691","15158","6510","11473","4965","9539","7287","10121","8216","11687","9038","11726","10745","11422","12997","11117","12913","10650","15953","11388","22405","12292","18386","9709","15367","4988","12329","2973","13336","2016","4106","1017","312","472","0","1","0","0","0","0","20151223"
"201506","9호선","김포공항","6","0","2336","2089","5022","12389","11258","16691","12250","17335","9157","18147","6821","15233","9087","14774","10368","16682","10543","17480","11809","18464","14509","16724","14058","16650","17002","19494","22603","23224","18654","20484","17058","9816","14140","6471","16702","5784","4979","3215","310","1891","0","137","0","0","0","0","20151223"
"201506","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20151223"
"201506","공항철도 1호선","김포공항","0","0","2228","1681","3386","10993","7422","21762","9581","18768","11223","12082","8340","9148","12081","8479","11974","9331","11889","9031","14317","9152","15004","7997","13496","7715","18212","10009","26699","11025","20343","9148","15247","4770","13584","3649","16152","3550","4656","1950","256","893","0","0","0","0","0","0","20151223"
"201505","5호선","김포공항","0","0","544","2355","2021","9453","6837","14728","8194","16660","7771","14278","6996","12781","9900","14430","11582","16145","12607","16284","14966","16053","18173","15478","18237","15001","21361","14696","27325","15076","22898","11628","18782","6376","15634","3814","15856","2605","5657","1247","367","474","0","4","0","0","0","0","20151223"
"201505","9호선","김포공항","11","1","2402","2085","5003","13828","10377","16736","12915","19178","10796","20290","8541","18197","11755","19167","13859","21654","14078","22293","15463","22909","19500","21152","19896","22357","21585","25833","26097","27933","23279","22198","20394","11392","17323","8070","18997","7169","6114","4200","322","2604","3","132","0","0","0","0","20151223"
"201505","경의선","김포공항","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","20151223"
"201505","공항철도 1호선","김포공항","0","0","2258","1728","3376","11227","7553","20312","10416","18970","12496","13320","10564","10463","13643","10629","15266","11293","15242","11326","17084","10903","19023","9552","18010","10316","21309","12207","28696","12643","22917","9550","17174","5313","15390","4052","16365","4178","6657","2143","292","1148","0","0","0","0","0","0","20151223"
"201504","5호선","김포공항","0","0","580","2105","2067","8790","7677","14848","9086","17006","7432","13601","6391","11745","8973","13078","10700","14634","11206","15178","13422","14030","16593","13530","16381","13094","18842","13529","25876","15091","21151","11561","18742","5776","14294","3580","15186","2416","6177","1189","528","513","1","7","0","0","0","0","20151223"
"201504","9호선","김포공항","5","0","2077","1961","5101","12866","11960","17295","13879","19498","10627","19235","8020","16932","10647","17600","12350","19145","12574","19728","14236","20223","17494","18209","16761","19611","19136","23367","25485","27327","20932","23115","19816","10728","15916","7509","18130","6916","6897","3858","399","2129","0","132","0","0","0","0","20151223"
"201504","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","20151223"
"201504","공항철도 1호선","김포공항","0","0","2184","1591","3344","10633","7681","22431","11142","20604","10959","12933","9998","10355","12570","9969","13842","10879","14189","10827","15822","10377","17791","8890","16123","9535","19679","11404","28789","12427","21427","9842","17352","5300","14273","3921","14610","3979","7246","1928","300","896","0","0","0","0","0","0","20151223"
"201503","5호선","김포공항","0","0","556","1963","1993","8052","7563","14692","9724","16034","7773","12910","6581","11651","9457","13316","11575","15069","11996","15153","13476","15619","16556","14162","17400","13945","19662","15255","26634","15621","21968","12284","18213","6002","14889","3676","15769","2411","5350","1031","451","440","0","3","0","0","0","0","20151223"
"201503","9호선","김포공항","6","0","1961","2014","5060","12020","12020","16428","14265","18661","10255","18308","7643","16307","10496","17597","12425","19475","12348","18985","14040","21721","17664","18676","17650","19764","19629","23635","25486","28108","21600","22679","18996","10992","15656","7073","18669","6785","6072","3384","249","1842","3","83","0","0","0","0","20151223"
"201503","공항철도 1호선","김포공항","0","0","1965","1606","3324","9849","7863","21933","11312","19282","10546","12302","9567","9526","12519","9902","14149","10361","13908","9949","15827","10914","17092","8837","16451","9520","19725","11289","27834","12367","21562","9651","15005","5176","13843","3934","15803","3801","5452","1826","248","870","0","0","0","0","0","0","20151223"
"201502","5호선","김포공항","2","0","440","1727","1539","6517","5521","11555","7185","12225","6666","10654","5821","10600","8175","13282","11056","14066","11616","15103","13284","15906","16903","14136","16626","13779","19335","13762","23200","14467","19719","10717","16504","5290","13414","3427","14074","2128","5563","1059","421","416","8","16","2","1","0","0","20151223"
"201502","9호선","김포공항","8","0","1477","1848","3569","11092","8759","13381","10620","14723","8140","15680","6486","15290","9185","17708","11608","18946","12066","19280","13611","21854","17160","18746","17067","18993","19373","21518","23374","24181","20237","18809","17640","9384","14382","6187","17110","5698","6196","2924","237","1783","2","104","0","0","0","0","20151223"
"201502","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20151223"
"201502","공항철도 1호선","김포공항","0","0","1823","1407","2584","8438","5578","17065","8719","14958","9010","9732","7852","8567","10989","9527","14336","9838","13340","9441","14441","10266","16885","8600","15698","9042","18326","10031","22866","10907","18886","8134","12944","4313","11384","3177","13398","3273","5879","1586","218","862","1","19","0","0","0","0","20151223"
"201501","5호선","김포공항","1","0","574","2001","1762","7381","6724","13329","8253","14753","7877","12778","6767","12625","9352","15770","12824","17463","14109","18481","16438","19483","19494","17925","20893","16612","23229","16235","27735","16438","22921","12475","18992","5945","15584","3723","15294","2235","5767","1149","436","473","0","2","0","0","0","0","20151223"
"201501","9호선","김포공항","10","0","1765","1670","4303","11335","10122","15605","12714","17315","9076","18350","7366","17301","9905","20109","13340","21013","13732","21392","15625","24410","19460","21706","19873","20571","22816","24353","26823","26494","22475","21769","20004","10167","16190","6953","17672","5868","6522","3575","265","1859","1","109","0","0","0","0","20151223"
"201501","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20151223"
"201501","공항철도 1호선","김포공항","0","0","1979","1500","2700","8971","6367","20053","9075","17046","9860","11349","9051","9464","11619","10866","14617","10793","14780","10740","15724","11267","16556","9393","17341","9630","20183","11278","25783","11981","21012","8988","14651","4699","13140","3567","13897","3622","5823","1786","299","1011","2","24","0","0","0","0","20151223"
